Rk,G,Date,Unnamed: 3_level_1,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Unnamed: 24_level_1,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Team
1,1,2018-10-17,@,NYK,L,107,126,41,90,.456,10,36,.278,15,18,.833,7,45,19,7,3,24,30,,45,99,.455,12,33,.364,24,31,.774,10,46,21,12,6,15,23,ATL
2,2,2018-10-19,@,MEM,L,117,131,41,83,.494,14,30,.467,21,36,.583,11,40,27,9,5,19,31,,44,81,.543,13,26,.500,30,43,.698,7,41,32,9,4,16,29,ATL
3,3,2018-10-21,@,CLE,W,133,111,48,98,.490,22,47,.468,15,19,.789,9,44,32,9,7,12,21,,46,99,.465,10,27,.370,9,14,.643,15,49,23,5,2,18,25,ATL
4,4,2018-10-24,,DAL,W,111,104,37,91,.407,15,38,.395,22,31,.710,10,54,28,6,6,15,26,,38,91,.418,12,40,.300,16,26,.615,9,52,25,7,9,17,27,ATL
5,5,2018-10-27,,CHI,L,85,97,27,84,.321,12,40,.300,19,23,.826,11,48,20,9,8,22,13,,36,83,.434,12,33,.364,13,16,.813,8,52,25,14,6,20,21,ATL
6,6,2018-10-29,@,PHI,L,92,113,35,94,.372,8,37,.216,14,21,.667,10,47,20,10,3,13,18,,41,99,.414,14,47,.298,17,18,.944,16,64,33,7,9,19,22,ATL
7,7,2018-10-30,@,CLE,L,114,136,44,82,.537,15,35,.429,11,17,.647,6,39,25,6,8,22,29,,45,90,.500,13,25,.520,33,43,.767,13,48,23,13,1,13,20,ATL
8,8,2018-11-01,,SAC,L,115,146,42,87,.483,8,31,.258,23,34,.676,10,43,26,6,6,22,28,,53,98,.541,14,35,.400,26,32,.813,10,46,38,14,3,14,29,ATL
9,9,2018-11-03,,MIA,W,123,118,46,88,.523,13,32,.406,18,23,.783,8,37,33,11,7,16,21,,41,85,.482,16,40,.400,20,26,.769,13,41,27,6,6,17,20,ATL
10,10,2018-11-06,@,CHO,L,102,113,41,85,.482,6,30,.200,14,18,.778,7,37,22,13,9,22,18,,45,92,.489,13,31,.419,10,18,.556,8,43,27,9,4,21,16,ATL
11,11,2018-11-07,,NYK,L,107,112,37,92,.402,11,38,.289,22,29,.759,15,45,26,5,9,17,30,,34,77,.442,11,30,.367,33,47,.702,11,48,15,8,7,16,30,ATL
12,12,2018-11-09,,DET,L,109,124,36,79,.456,7,28,.250,30,40,.750,9,53,17,6,2,16,21,,46,97,.474,20,47,.426,12,19,.632,10,44,30,10,6,10,31,ATL
13,13,2018-11-11,@,LAL,L,106,107,41,95,.432,13,37,.351,11,13,.846,10,44,25,11,4,17,23,,39,92,.424,14,38,.368,15,24,.625,17,48,28,12,9,22,23,ATL
14,14,2018-11-13,@,GSW,L,103,110,40,89,.449,12,32,.375,11,15,.733,10,42,25,9,2,14,18,,39,91,.429,12,27,.444,20,21,.952,13,48,28,8,6,13,20,ATL
15,15,2018-11-15,@,DEN,L,93,138,32,92,.348,9,42,.214,20,27,.741,15,43,20,7,5,19,22,,53,94,.564,13,31,.419,19,25,.760,11,56,34,12,6,15,24,ATL
16,16,2018-11-17,@,IND,L,89,97,31,87,.356,8,29,.276,19,27,.704,5,41,20,15,6,18,24,,35,87,.402,12,30,.400,15,21,.714,10,53,25,11,6,22,26,ATL
17,17,2018-11-19,,LAC,L,119,127,45,101,.446,12,38,.316,17,19,.895,16,51,29,6,6,14,38,,40,93,.430,10,33,.303,37,47,.787,15,52,24,9,8,15,22,ATL
18,18,2018-11-21,,TOR,L,108,124,42,93,.452,10,36,.278,14,18,.778,9,34,24,10,7,9,21,,48,90,.533,11,29,.379,17,23,.739,14,55,33,6,1,17,21,ATL
19,19,2018-11-23,,BOS,L,96,114,35,81,.432,6,35,.171,20,29,.690,5,40,22,9,7,20,26,,42,91,.462,13,40,.325,17,21,.810,7,43,31,11,7,16,29,ATL
20,20,2018-11-25,,CHO,W,124,123,50,94,.532,16,39,.410,8,11,.727,9,41,34,5,9,15,23,,41,92,.446,18,45,.400,23,28,.821,10,42,30,8,4,10,15,ATL
21,21,2018-11-27,@,MIA,W,115,113,38,80,.475,12,31,.387,27,32,.844,10,46,22,13,7,24,24,,40,87,.460,13,38,.342,20,30,.667,11,43,22,20,3,20,25,ATL
22,22,2018-11-28,@,CHO,L,94,108,32,93,.344,11,44,.250,19,22,.864,16,54,20,11,8,19,25,,38,83,.458,4,20,.200,28,37,.757,5,44,20,15,5,14,21,ATL
23,23,2018-11-30,@,OKC,L,109,124,43,96,.448,11,36,.306,12,20,.600,14,42,26,15,3,21,12,,46,88,.523,18,41,.439,14,15,.933,7,46,30,12,7,20,24,ATL
24,24,2018-12-03,,GSW,L,111,128,44,90,.489,5,26,.192,18,24,.750,9,35,23,10,4,18,21,,48,82,.585,13,24,.542,19,22,.864,6,39,33,10,8,20,24,ATL
25,25,2018-12-05,,WAS,L,117,131,41,92,.446,12,38,.316,23,31,.742,8,43,28,13,4,17,27,,46,95,.484,12,38,.316,27,32,.844,12,49,35,9,4,15,24,ATL
26,26,2018-12-08,,DEN,W,106,98,40,93,.430,15,42,.357,11,16,.688,9,51,33,9,11,18,23,,36,97,.371,9,36,.250,17,21,.810,11,48,28,11,4,15,16,ATL
27,27,2018-12-12,@,DAL,L,107,114,43,93,.462,11,33,.333,10,14,.714,16,44,21,7,2,21,30,,35,75,.467,12,34,.353,32,43,.744,4,36,22,13,5,14,16,ATL
28,28,2018-12-14,@,BOS,L,108,129,36,86,.419,16,38,.421,20,32,.625,16,44,27,10,5,24,19,,46,95,.484,19,39,.487,18,20,.900,13,47,28,15,9,21,21,ATL
29,29,2018-12-16,@,BRK,L,127,144,47,85,.553,14,29,.483,19,25,.760,8,33,38,9,5,14,22,,49,88,.557,16,40,.400,30,33,.909,10,39,34,12,3,13,21,ATL
30,30,2018-12-18,,WAS,W,118,110,37,79,.468,12,32,.375,32,39,.821,13,49,23,4,5,23,29,,36,83,.434,13,40,.325,25,36,.694,9,37,26,14,1,15,32,ATL
31,31,2018-12-21,@,NYK,W,114,107,43,91,.473,10,29,.345,18,24,.750,15,54,29,4,1,16,18,,41,84,.488,8,27,.296,17,24,.708,4,35,20,8,3,12,22,ATL
32,32,2018-12-23,@,DET,W,98,95,36,91,.396,6,23,.261,20,25,.800,15,54,24,9,9,16,25,,34,83,.410,10,29,.345,17,27,.630,5,41,21,6,9,16,25,ATL
33,33,2018-12-26,,IND,L,121,129,45,89,.506,17,36,.472,14,18,.778,11,41,33,8,6,19,24,,46,83,.554,13,27,.481,24,33,.727,10,39,35,13,3,16,17,ATL
34,34,2018-12-28,@,MIN,W,123,120,47,100,.470,16,35,.457,13,20,.650,17,58,32,10,6,23,33,,44,98,.449,11,32,.344,21,38,.553,16,47,28,14,9,14,26,ATL
35,35,2018-12-29,,CLE,W,111,108,43,98,.439,10,37,.270,15,25,.600,17,53,27,7,4,13,25,,40,85,.471,5,23,.217,23,29,.793,10,44,27,9,2,12,23,ATL
36,36,2018-12-31,@,IND,L,108,116,41,95,.432,13,32,.406,13,19,.684,21,53,24,8,5,17,23,,42,84,.500,11,24,.458,21,29,.724,8,39,29,13,6,11,18,ATL
37,37,2019-01-02,@,WAS,L,98,114,40,95,.421,10,31,.323,8,13,.615,13,50,26,5,6,14,19,,43,92,.467,11,29,.379,17,23,.739,10,48,29,10,2,10,20,ATL
38,38,2019-01-04,@,MIL,L,112,144,37,85,.435,14,41,.341,24,35,.686,5,31,26,11,3,21,23,,55,100,.550,14,40,.350,20,28,.714,12,54,36,11,8,14,26,ATL
39,39,2019-01-06,,MIA,W,106,82,43,91,.473,10,24,.417,10,13,.769,14,59,25,7,2,17,22,,31,87,.356,5,34,.147,15,27,.556,12,41,23,11,7,13,17,ATL
40,40,2019-01-08,@,TOR,L,101,104,40,87,.460,10,27,.370,11,16,.688,13,50,22,12,2,26,22,,37,80,.463,10,32,.313,20,27,.741,6,39,26,18,7,18,20,ATL
41,41,2019-01-09,@,BRK,L,100,116,36,99,.364,6,35,.171,22,25,.880,18,52,17,8,6,19,24,,43,95,.453,10,30,.333,20,26,.769,18,54,21,10,9,18,28,ATL
42,42,2019-01-11,@,PHI,W,123,121,45,81,.556,12,25,.480,21,27,.778,15,44,27,7,4,21,24,,45,87,.517,11,33,.333,20,27,.741,11,30,31,13,4,15,23,ATL
43,43,2019-01-13,,MIL,L,114,133,39,96,.406,12,38,.316,24,30,.800,18,54,19,3,5,24,30,,49,92,.533,11,30,.367,24,33,.727,8,39,28,13,4,14,25,ATL
44,44,2019-01-15,,OKC,W,142,126,56,90,.622,18,37,.486,12,16,.750,10,44,36,8,4,18,28,,43,94,.457,9,32,.281,31,41,.756,15,40,22,16,3,12,18,ATL
45,45,2019-01-19,,BOS,L,105,113,40,92,.435,12,41,.293,13,14,.929,13,49,28,8,6,20,20,,39,88,.443,12,32,.375,23,25,.920,11,43,19,10,8,15,18,ATL
46,46,2019-01-21,,ORL,L,103,122,39,86,.453,9,30,.300,16,23,.696,9,44,23,5,3,13,24,,46,91,.505,11,29,.379,19,21,.905,9,45,29,8,8,11,22,ATL
47,47,2019-01-23,@,CHI,W,121,101,45,90,.500,15,40,.375,16,21,.762,16,51,31,11,2,17,20,,35,79,.443,8,26,.308,23,27,.852,7,37,20,7,6,15,21,ATL
48,48,2019-01-26,@,POR,L,111,120,42,92,.457,12,33,.364,15,20,.750,9,36,24,9,7,10,27,,41,82,.500,11,30,.367,27,30,.900,11,47,26,8,7,18,23,ATL
49,49,2019-01-28,@,LAC,W,123,118,44,87,.506,10,34,.294,25,29,.862,15,44,28,7,6,17,25,,41,85,.482,10,27,.370,26,28,.929,13,38,27,10,4,16,26,ATL
50,50,2019-01-30,@,SAC,L,113,135,38,86,.442,16,46,.348,21,25,.840,9,36,24,7,3,20,19,,54,99,.545,11,35,.314,16,21,.762,15,53,36,7,2,14,24,ATL
51,51,2019-02-01,@,UTA,L,112,128,39,98,.398,14,46,.304,20,24,.833,8,40,23,11,4,11,27,,46,87,.529,12,35,.343,24,30,.800,11,51,31,4,6,15,22,ATL
52,52,2019-02-02,@,PHO,W,118,112,43,84,.512,14,32,.438,18,26,.692,16,53,21,6,5,24,18,,45,96,.469,12,32,.375,10,18,.556,10,37,31,15,5,10,23,ATL
53,53,2019-02-04,@,WAS,W,137,129,46,91,.505,20,40,.500,25,29,.862,14,50,29,7,2,12,22,,48,97,.495,12,38,.316,21,29,.724,13,40,34,5,8,8,20,ATL
54,54,2019-02-07,,TOR,L,101,119,36,80,.450,16,35,.457,13,25,.520,8,42,25,5,3,17,25,,40,87,.460,13,40,.325,26,33,.788,12,50,29,6,2,8,23,ATL
55,55,2019-02-09,,CHO,L,120,129,46,86,.535,14,33,.424,14,19,.737,10,36,26,10,3,18,18,,48,88,.545,19,42,.452,14,18,.778,10,37,30,12,7,13,17,ATL
56,56,2019-02-10,,ORL,L,108,124,37,80,.463,13,32,.406,21,25,.840,5,33,27,5,6,11,21,,43,91,.473,13,37,.351,25,28,.893,11,49,29,4,9,8,21,ATL
57,57,2019-02-12,,LAL,W,117,113,40,92,.435,16,42,.381,21,26,.808,6,47,29,8,6,20,24,,41,95,.432,14,40,.350,17,25,.680,10,44,25,10,6,15,24,ATL
58,58,2019-02-14,,NYK,L,91,106,33,91,.363,10,38,.263,15,19,.789,10,41,19,8,4,12,24,,38,84,.452,12,31,.387,18,26,.692,11,52,21,9,9,14,22,ATL
59,59,2019-02-22,,DET,L,122,125,43,88,.489,20,42,.476,16,19,.842,10,47,21,6,4,18,24,,46,95,.484,15,40,.375,18,28,.643,10,44,20,11,4,8,21,ATL
60,60,2019-02-23,,PHO,W,120,112,38,92,.413,12,33,.364,32,38,.842,12,50,22,8,9,13,22,,41,93,.441,13,37,.351,17,20,.850,6,41,25,9,4,12,29,ATL
61,61,2019-02-25,@,HOU,L,111,119,39,80,.488,17,38,.447,16,23,.696,10,41,21,6,6,17,24,,39,90,.433,15,51,.294,26,30,.867,12,37,24,11,4,12,18,ATL
62,62,2019-02-27,,MIN,W,131,123,46,108,.426,12,29,.414,27,32,.844,18,65,32,1,6,12,25,,44,102,.431,12,38,.316,23,33,.697,9,47,29,8,7,6,24,ATL
63,63,2019-03-01,,CHI,L,161,168,61,123,.496,22,60,.367,17,25,.680,9,59,33,11,8,20,34,,56,119,.471,21,48,.438,35,48,.729,11,62,30,10,5,16,30,ATL
64,64,2019-03-03,@,CHI,W,123,118,42,89,.472,21,42,.500,18,28,.643,11,46,30,10,5,13,18,,47,92,.511,8,27,.296,16,21,.762,9,42,25,6,5,14,20,ATL
65,65,2019-03-04,@,MIA,L,113,114,38,91,.418,17,46,.370,20,25,.800,16,42,25,9,2,14,21,,44,79,.557,9,23,.391,17,24,.708,7,40,23,9,7,18,24,ATL
66,66,2019-03-06,,SAS,L,104,111,36,92,.391,13,43,.302,19,24,.792,11,47,21,8,2,14,18,,44,89,.494,10,33,.303,13,18,.722,6,49,27,4,9,16,23,ATL
67,67,2019-03-09,,BRK,L,112,114,39,105,.371,8,41,.195,26,32,.813,18,57,22,7,2,10,37,,33,86,.384,15,44,.341,33,54,.611,15,54,21,7,3,14,23,ATL
68,68,2019-03-10,,NOP,W,128,116,48,98,.490,17,37,.459,15,18,.833,10,56,30,4,5,9,12,,45,101,.446,18,41,.439,8,8,1.000,5,42,29,6,9,8,17,ATL
69,69,2019-03-13,,MEM,W,132,111,52,103,.505,17,45,.378,11,14,.786,15,51,35,9,9,11,26,,38,89,.427,14,40,.350,21,26,.808,9,35,28,8,6,14,17,ATL
70,70,2019-03-16,@,BOS,L,120,129,43,100,.430,15,40,.375,19,24,.792,19,50,27,11,5,17,25,,44,93,.473,13,36,.361,28,37,.757,11,46,30,10,7,14,21,ATL
71,71,2019-03-17,@,ORL,L,91,101,38,91,.418,8,35,.229,7,10,.700,8,50,20,8,3,18,29,,33,85,.388,9,37,.243,26,33,.788,10,55,21,12,3,14,15,ATL
72,72,2019-03-19,,HOU,L,105,121,39,84,.464,15,40,.375,12,15,.800,8,45,30,6,1,19,23,,40,78,.513,19,47,.404,22,30,.733,6,37,28,13,2,14,17,ATL
73,73,2019-03-21,,UTA,W,117,114,41,87,.471,19,40,.475,16,23,.696,9,43,26,8,5,16,23,,43,94,.457,10,32,.313,18,26,.692,14,49,25,12,3,15,24,ATL
74,74,2019-03-23,,PHI,W,129,127,49,106,.462,15,47,.319,16,21,.762,15,49,28,8,7,12,25,,42,91,.462,10,23,.435,33,39,.846,14,52,21,7,4,13,15,ATL
75,75,2019-03-26,@,NOP,W,130,120,44,97,.454,19,51,.373,23,26,.885,9,41,30,13,4,16,26,,39,83,.470,12,34,.353,30,40,.750,8,45,28,10,6,24,23,ATL
76,76,2019-03-29,,POR,L,98,118,38,94,.404,9,38,.237,13,14,.929,8,41,20,5,7,10,22,,45,96,.469,9,32,.281,19,22,.864,10,55,19,4,4,9,9,ATL
77,77,2019-03-31,,MIL,W,136,135,52,118,.441,22,61,.361,10,17,.588,15,58,36,10,10,9,13,,48,116,.414,17,55,.309,22,23,.957,22,71,30,6,3,16,20,ATL
78,78,2019-04-02,@,SAS,L,111,117,43,94,.457,12,34,.353,13,20,.650,11,43,26,13,2,11,18,,42,80,.525,14,30,.467,19,22,.864,4,45,23,6,6,16,17,ATL
79,79,2019-04-03,,PHI,W,130,122,48,92,.522,12,36,.333,22,28,.786,11,44,29,7,7,11,26,,45,98,.459,10,31,.323,22,38,.579,26,57,27,8,4,13,24,ATL
80,80,2019-04-05,@,ORL,L,113,149,41,94,.436,10,39,.256,21,31,.677,10,38,21,16,4,14,21,,56,92,.609,18,37,.486,19,25,.760,9,54,35,11,4,19,24,ATL
81,81,2019-04-07,@,MIL,L,107,115,40,100,.400,17,45,.378,10,19,.526,9,48,25,2,3,11,28,,40,91,.440,9,41,.220,26,34,.765,11,61,19,8,10,14,23,ATL
82,82,2019-04-10,,IND,L,134,135,43,103,.417,17,41,.415,31,38,.816,22,61,29,5,7,17,25,,45,98,.459,12,30,.400,33,39,.846,13,43,22,12,7,8,28,ATL
1,1,2018-10-16,,PHI,W,105,87,42,97,.433,11,37,.297,10,14,.714,12,55,21,7,5,14,20,,34,87,.391,5,26,.192,14,23,.609,6,47,18,8,5,16,20,BOS
2,2,2018-10-19,@,TOR,L,101,113,40,99,.404,14,36,.389,7,10,.700,16,49,29,4,6,14,27,,43,92,.467,13,35,.371,14,19,.737,12,49,24,3,3,12,19,BOS
3,3,2018-10-20,@,NYK,W,103,101,33,82,.402,9,25,.360,28,33,.848,11,47,21,8,2,15,26,,36,87,.414,12,35,.343,17,27,.630,11,46,23,8,1,16,25,BOS
4,4,2018-10-22,,ORL,L,90,93,37,91,.407,9,40,.225,7,9,.778,9,51,21,6,3,12,15,,38,93,.409,10,35,.286,7,10,.700,8,49,28,6,2,9,15,BOS
5,5,2018-10-25,@,OKC,W,101,95,33,86,.384,11,32,.344,24,33,.727,10,45,19,7,1,11,27,,37,94,.394,7,28,.250,14,25,.560,16,57,19,5,6,16,27,BOS
6,6,2018-10-27,@,DET,W,109,89,39,86,.453,14,34,.412,17,25,.680,8,54,25,4,8,13,26,,33,89,.371,7,37,.189,16,20,.800,6,47,16,4,3,11,24,BOS
7,7,2018-10-30,,DET,W,108,105,37,84,.440,9,31,.290,25,32,.781,8,46,25,8,4,14,20,,37,88,.420,8,30,.267,23,27,.852,11,50,17,6,3,17,28,BOS
8,8,2018-11-01,,MIL,W,117,113,41,92,.446,24,55,.436,11,13,.846,8,42,30,5,8,12,23,,41,85,.482,9,29,.310,22,30,.733,8,45,20,8,3,14,20,BOS
9,9,2018-11-03,@,IND,L,101,102,38,88,.432,19,46,.413,6,9,.667,10,45,23,6,8,14,20,,36,86,.419,11,32,.344,19,25,.760,8,45,23,10,2,13,16,BOS
10,10,2018-11-05,@,DEN,L,107,115,44,87,.506,9,31,.290,10,12,.833,7,40,22,9,9,12,21,,41,90,.456,13,34,.382,20,28,.714,15,47,25,5,4,13,14,BOS
11,11,2018-11-08,@,PHO,W,116,109,39,97,.402,14,37,.378,24,31,.774,17,56,21,6,6,16,18,,41,93,.441,11,35,.314,16,19,.842,4,42,25,10,6,15,23,BOS
12,12,2018-11-09,@,UTA,L,115,123,39,88,.443,17,43,.395,20,22,.909,5,28,31,11,3,8,20,,43,77,.558,13,34,.382,24,30,.800,8,45,29,4,4,16,21,BOS
13,13,2018-11-11,@,POR,L,94,100,36,93,.387,14,42,.333,8,10,.800,11,42,19,11,5,12,16,,39,86,.453,14,36,.389,8,10,.800,15,55,22,4,2,21,14,BOS
14,14,2018-11-14,,CHI,W,111,82,42,90,.467,15,34,.441,12,14,.857,8,51,27,12,5,13,12,,33,84,.393,7,23,.304,9,9,1.000,7,47,16,8,3,22,16,BOS
15,15,2018-11-16,,TOR,W,123,116,47,89,.528,9,26,.346,20,24,.833,9,46,25,9,6,18,23,,42,97,.433,8,29,.276,24,29,.828,11,43,20,12,4,13,23,BOS
16,16,2018-11-17,,UTA,L,86,98,35,91,.385,5,33,.152,11,20,.550,17,51,16,11,4,14,22,,35,78,.449,11,38,.289,17,27,.630,7,46,23,11,4,14,23,BOS
17,17,2018-11-19,@,CHO,L,112,117,45,89,.506,9,32,.281,13,18,.722,8,41,31,9,6,12,22,,43,89,.483,15,41,.366,16,22,.727,8,44,18,5,3,13,16,BOS
18,18,2018-11-21,,NYK,L,109,117,38,97,.392,10,33,.303,23,32,.719,15,50,30,10,9,8,16,,44,89,.494,15,30,.500,14,17,.824,9,49,25,3,11,17,24,BOS
19,19,2018-11-23,@,ATL,W,114,96,42,91,.462,13,40,.325,17,21,.810,7,43,31,11,7,16,29,,35,81,.432,6,35,.171,20,29,.690,5,40,22,9,7,20,26,BOS
20,20,2018-11-24,@,DAL,L,104,113,41,86,.477,10,28,.357,12,13,.923,9,42,19,8,3,17,21,,42,87,.483,16,41,.390,13,21,.619,13,43,27,12,3,16,16,BOS
21,21,2018-11-26,@,NOP,W,124,107,48,97,.495,19,39,.487,9,10,.900,14,42,27,14,4,13,25,,34,77,.442,12,32,.375,27,29,.931,9,40,21,8,5,22,20,BOS
22,22,2018-11-30,,CLE,W,128,95,49,92,.533,17,31,.548,13,16,.813,12,47,30,4,4,10,27,,30,77,.390,7,22,.318,28,35,.800,9,36,18,5,1,13,21,BOS
23,23,2018-12-01,@,MIN,W,118,109,40,85,.471,17,44,.386,21,21,1.000,7,40,30,9,3,14,25,,37,82,.451,9,28,.321,26,32,.813,9,39,19,6,2,16,18,BOS
24,24,2018-12-06,,NYK,W,128,100,49,92,.533,13,38,.342,17,20,.850,7,46,32,8,6,9,24,,36,91,.396,12,35,.343,16,20,.800,14,47,21,4,5,16,23,BOS
25,25,2018-12-08,@,CHI,W,133,77,50,93,.538,22,43,.512,11,15,.733,13,54,34,10,4,7,14,,31,81,.383,6,24,.250,9,14,.643,8,37,16,3,2,15,17,BOS
26,26,2018-12-10,,NOP,W,113,100,44,90,.489,12,39,.308,13,19,.684,14,51,23,8,5,13,21,,39,87,.448,8,26,.308,14,19,.737,6,39,28,11,1,13,19,BOS
27,27,2018-12-12,@,WAS,W,130,125,47,104,.452,11,38,.289,25,25,1.000,14,50,20,6,2,13,19,,46,91,.505,12,33,.364,21,29,.724,8,41,25,7,4,15,27,BOS
28,28,2018-12-14,,ATL,W,129,108,46,95,.484,19,39,.487,18,20,.900,13,47,28,15,9,21,21,,36,86,.419,16,38,.421,20,32,.625,16,44,27,10,5,24,19,BOS
29,29,2018-12-15,@,DET,L,104,113,39,94,.415,9,33,.273,17,23,.739,12,44,19,11,4,14,25,,39,80,.488,10,30,.333,25,35,.714,10,48,25,10,7,18,21,BOS
30,30,2018-12-19,,PHO,L,103,111,38,85,.447,15,39,.385,12,14,.857,9,37,26,13,15,16,17,,41,96,.427,11,27,.407,18,22,.818,21,56,23,8,6,17,19,BOS
31,31,2018-12-21,,MIL,L,107,120,35,91,.385,10,34,.294,27,36,.750,9,36,22,13,3,5,16,,41,80,.513,16,40,.400,22,28,.786,11,55,26,3,6,20,30,BOS
32,32,2018-12-23,,CHO,W,119,103,43,86,.500,13,39,.333,20,25,.800,11,47,30,8,4,14,22,,38,88,.432,8,32,.250,19,26,.731,9,37,24,9,5,9,17,BOS
33,33,2018-12-25,,PHI,W,121,114,45,108,.417,14,41,.341,17,20,.850,13,55,21,8,4,9,21,,38,92,.413,15,40,.375,23,29,.793,9,56,25,6,4,19,21,BOS
34,34,2018-12-27,@,HOU,L,113,127,38,81,.469,12,31,.387,25,31,.806,6,37,28,9,3,11,22,,41,86,.477,18,45,.400,27,35,.771,16,55,17,4,4,13,22,BOS
35,35,2018-12-29,@,MEM,W,112,103,40,80,.500,16,36,.444,16,18,.889,7,36,29,10,4,17,24,,36,76,.474,7,26,.269,24,29,.828,8,36,24,11,2,16,22,BOS
36,36,2018-12-31,@,SAS,L,111,120,43,88,.489,11,34,.324,14,20,.700,9,40,30,5,8,12,17,,45,91,.495,14,26,.538,16,18,.889,8,43,27,6,4,11,17,BOS
37,37,2019-01-02,,MIN,W,115,102,45,76,.592,12,30,.400,13,15,.867,3,33,34,10,9,16,21,,40,84,.476,7,23,.304,15,21,.714,8,34,24,7,2,14,16,BOS
38,38,2019-01-04,,DAL,W,114,93,42,96,.438,21,45,.467,9,11,.818,14,53,35,12,4,12,16,,34,88,.386,11,44,.250,14,19,.737,11,49,16,9,2,14,13,BOS
39,39,2019-01-07,,BRK,W,116,95,47,93,.505,12,32,.375,10,12,.833,6,43,37,13,2,13,21,,32,79,.405,11,42,.262,20,22,.909,9,47,19,5,4,23,16,BOS
